english,russian
oligopolistic,олигополистический
olympiad,олимпиада
olympian,олимпийский
olympic,олимпийский
olympus,олимп
oman,оман
omega,омега
omelet,омлет
omelette,омлет
omen,предзнаменование
ominous,зловещий
omission,пропуск
omissions,упущение
omit,опускать
omiting,опускать
omni,Й
omnipotent,всемогущий
omnipresent,вездесущий
omniscient,всеведущий
omnivorous,всеядный
onager,онагр
onboard,бортовой
oncall,онкольный
oncoming,надвигающийся
oneness,единство
onerous,тягостный
ones,тот
onomasiology,ономасиология
onomatopeia,звукоподражание
onsite,возникновение
onslaught,натиск
onto,на
ontology,онтология
onus,бремя
oodles,уйма
ooze,сочиться
opacity,непрозрачность
opalescent,радужный
opaline,опаловый
opaque,непрозрачный
open-handed,щедрый
open-minded,непредубежденный
openly,открыто
openness,открытость
operand,операнд
operatic,оперный
operative,оперативный
operator,оператор
operetta,оперетта
ophthalmology,офтальмология
opiate,наркотик
opinion,мнение
opinionated,упрямый
opium,опиум
opossum,опоссум
opponent,оппонент
opportune,подходящий
opportunism,оппортунизм
opportunist,оппортунист
opportunities,возможность
opportunity,возможность
oppose,противопоставлять
opposition,оппозиция
oppress,угнетать
oppression,притеснение
oppressively,насильно
oppressor,угнетатель
opprobrious,оскорибтельный
optic,оптический
optical,оптический
optician,оптик
optics,оптика
optimal,оптимальный
optimism,оптимизм
optimistic,оптимистический
optimization,оптимизация
optimize,оптимизировать
optimizer,оптимизатор
optional,дополнительный
optoisolation,оптоизоляция
optometrist,оптик
